restaurant_name,zip_code,inspection_date,score,address,facility_id,process_description,serialid
Buffet King,78723,2011-10-20,73,"5451 N IH 35 SVRD NB AUSTIN, TX 78723 (30.307581548000485, -97.68754760699966)",10554382,Routine Inspection,1646
Bull McCabes,78701,2011-03-16,94,"714 RED RIVER ST AUSTIN, TX 78701 (30.268111742000485, -97.73663993599968)",10211540,Routine Inspection,1647
Buffet Palace,78745,2012-09-11,73,"4608 WEST GATE BLVD AUSTIN, TX 78745 (30.230170367000483, -97.80093087099965)",2801713,Routine Inspection,1648
Burger King,78750,2011-05-05,100,"13450 N US 183 HWY AUSTIN, TX 78750 (30.43159235000047, -97.80135633599969)",2800095,Routine Inspection,1649
Burger King,78750,2014-01-28,93,"13450 N US 183 HWY AUSTIN, TX 78750 (30.43159235000047, -97.80135633599969)",2800095,Routine Inspection,1650
Burger King,78750,2013-07-31,91,"13450 N US 183 HWY AUSTIN, TX 78750 (30.43159235000047, -97.80135633599969)",2800095,Routine Inspection,1651
Burger King,78705,2012-02-28,89,"2700 GUADALUPE ST AUSTIN, TX 78705 (30.29233054900044, -97.74133019699968)",2801547,Routine Inspection,1652
Bull McCabes,78701,2012-05-10,100,"714 RED RIVER ST AUSTIN, TX 78701 (30.268111742000485, -97.73663993599968)",10211540,Routine Inspection,1653
Burger King,78717,2011-11-23,93,"10001 W PARMER LN AUSTIN, TX 78717 (30.488409552000462, -97.7716593729997)",10140443,Routine Inspection,1654
Burger King,78752,2012-06-29,90,"7105 N IH 35 SVRD NB AUSTIN, TX 78752 (30.332252490000485, -97.70383703299967)",10104313,Routine Inspection,1655
Burger King,78717,2013-04-01,89,"10001 W PARMER LN AUSTIN, TX 78717 (30.488409552000462, -97.7716593729997)",10140443,Routine Inspection,1656
Burger King,78752,2011-11-22,100,"7105 N IH 35 SVRD NB AUSTIN, TX 78752 (30.332252490000485, -97.70383703299967)",10104313,Routine Inspection,1657
Burger King,78752,2011-05-18,97,"7105 N IH 35 SVRD NB AUSTIN, TX 78752 (30.332252490000485, -97.70383703299967)",10104313,Routine Inspection,1658
Burger King,78750,2012-05-31,93,"13450 N US 183 HWY AUSTIN, TX 78750 (30.43159235000047, -97.80135633599969)",2800095,Routine Inspection,1659
Burger King,78741,2013-05-22,79,"3001 MONTOPOLIS DR AUSTIN, TX 78741 (30.21374379000048, -97.71126514499969)",10840105,Routine Inspection,1660
Burger King,78750,2012-12-06,92,"13450 N US 183 HWY AUSTIN, TX 78750 (30.43159235000047, -97.80135633599969)",2800095,Routine Inspection,1661
Burger King #11575,78748,2011-04-29,96,"1905 W SLAUGHTER LN AUSTIN, TX 78748 (30.173632576000443, -97.82272992899965)",2801441,Routine Inspection,1662
Burger King,78752,2014-01-21,87,"7105 N IH 35 SVRD NB AUSTIN, TX 78752 (30.332252490000485, -97.70383703299967)",10104313,Routine Inspection,1663
Burger King #11575,78748,2014-02-12,90,"1905 W SLAUGHTER LN AUSTIN, TX 78748 (30.173632576000443, -97.82272992899965)",2801441,Routine Inspection,1664
Burger King,78705,2012-09-19,96,"2700 GUADALUPE ST AUSTIN, TX 78705 (30.29233054900044, -97.74133019699968)",2801547,Routine Inspection,1665
Bungalow,78701,2013-03-28,90,"92 RAINEY ST AUSTIN, TX 78701 (30.260450982000464, -97.7381796679997)",10810753,Routine Inspection,1666
Burger King #7306,78745,2012-07-12,96,"700 E WILLIAM CANNON DR AUSTIN, TX 78745 (30.191377401000466, -97.77273244799966)",2801440,Routine Inspection,1667
Burger King #2171,78745,2011-05-05,86,"1001 E BEN WHITE BLVD EB AUSTIN, TX 78745 (30.20688170000045, -97.7956469989997)",2801439,Routine Inspection,1668
Burger King #1443,78703,2013-10-18,90,"3427 JEFFERSON ST AUSTIN, TX 78703 (30.30729437900044, -97.7518643359997)",2801597,Routine Inspection,1669
Burger King #1443,78703,2012-09-24,94,"3427 JEFFERSON ST AUSTIN, TX 78703 (30.30729437900044, -97.7518643359997)",2801597,Routine Inspection,1670
Burger King #1443,78703,2011-08-24,100,"3427 JEFFERSON ST AUSTIN, TX 78703 (30.30729437900044, -97.7518643359997)",2801597,Routine Inspection,1671
Burger King #1443,78703,2012-03-06,97,"3427 JEFFERSON ST AUSTIN, TX 78703 (30.30729437900044, -97.7518643359997)",2801597,Routine Inspection,1672
Burger King #11575,78748,2012-12-10,93,"1905 W SLAUGHTER LN AUSTIN, TX 78748 (30.173632576000443, -97.82272992899965)",2801441,Routine Inspection,1673
Burger King #1443,78703,2013-03-28,100,"3427 JEFFERSON ST AUSTIN, TX 78703 (30.30729437900044, -97.7518643359997)",2801597,Routine Inspection,1674
Burger King #11575,78748,2012-05-29,100,"1905 W SLAUGHTER LN AUSTIN, TX 78748 (30.173632576000443, -97.82272992899965)",2801441,Routine Inspection,1675
Burger King #7306,78745,2011-06-27,97,"700 E WILLIAM CANNON DR AUSTIN, TX 78745 (30.191377401000466, -97.77273244799966)",2801440,Routine Inspection,1676
Burger King #2171,78745,2013-11-20,100,"1001 E BEN WHITE BLVD EB AUSTIN, TX 78745 (30.20688170000045, -97.7956469989997)",2801439,Routine Inspection,1677
Burger King #17526,78741,2013-04-29,97,"2500 E RIVERSIDE DR AUSTIN, TX 78741 (30.234982623000462, -97.7238009349997)",10474267,Routine Inspection,1678
Burger King #7306,78745,2013-08-20,100,"700 E WILLIAM CANNON DR AUSTIN, TX 78745 (30.191377401000466, -97.77273244799966)",2801440,Routine Inspection,1679
Burger King #11575,78748,2013-06-20,97,"1905 W SLAUGHTER LN AUSTIN, TX 78748 (30.173632576000443, -97.82272992899965)",2801441,Routine Inspection,1680
Burger King #11575,78748,2011-11-21,95,"1905 W SLAUGHTER LN AUSTIN, TX 78748 (30.173632576000443, -97.82272992899965)",2801441,Routine Inspection,1681
Burger King #17526,78741,2012-04-30,97,"2500 E RIVERSIDE DR AUSTIN, TX 78741 (30.234982623000462, -97.7238009349997)",10474267,Routine Inspection,1682
Burger King #17526,78741,2011-11-08,100,"2500 E RIVERSIDE DR AUSTIN, TX 78741 (30.234982623000462, -97.7238009349997)",10474267,Routine Inspection,1683
Burger King #9100,78759,2013-04-10,97,"3906 W BRAKER LN AUSTIN, TX 78759 (30.396605967000482, -97.73419886699969)",2801575,Routine Inspection,1684
Burger King #9100,78759,2013-10-09,100,"3906 W BRAKER LN AUSTIN, TX 78759 (30.396605967000482, -97.73419886699969)",2801575,Routine Inspection,1685
Burger King #7306,78745,2012-01-06,100,"700 E WILLIAM CANNON DR AUSTIN, TX 78745 (30.191377401000466, -97.77273244799966)",2801440,Routine Inspection,1686
Burger Tex,78753,2013-04-01,89,"220 E ANDERSON LN WB AUSTIN, TX 78753 (30.371744244000467, -97.6805695279997)",10001253,Routine Inspection,1687
Burnet Chevron,78757,2012-05-01,94,"8218 BURNET RD AUSTIN, TX 78757 (30.361678913000446, -97.7294209589997)",2803693,Routine Inspection,1688
Burnet Chevron,78757,2012-11-27,97,"8218 BURNET RD AUSTIN, TX 78757 (30.361678913000446, -97.7294209589997)",2803693,Routine Inspection,1689
Burger King #9353,78749,2011-12-13,100,"5033 W US 290 HWY SVRD EB AUSTIN, TX 78749 (30.215311012000484, -97.85749815199966)",2801975,Routine Inspection,1690
Burger King #9100,78759,2011-11-22,89,"3906 W BRAKER LN AUSTIN, TX 78759 (30.396605967000482, -97.73419886699969)",2801575,Routine Inspection,1691
Burkes Adult Supervised Living,78723,2012-02-14,93,"2612 WHELESS LN AUSTIN, TX 78723 (30.30911600200045, -97.68070856299965)",2800223,Routine Inspection,1692
Burger King #9353,78749,2013-09-06,97,"5033 W US 290 HWY SVRD EB AUSTIN, TX 78749 (30.215311012000484, -97.85749815199966)",2801975,Routine Inspection,1693
Burnet Chevron,78757,2013-06-26,91,"8218 BURNET RD AUSTIN, TX 78757 (30.361678913000446, -97.7294209589997)",2803693,Routine Inspection,1694
Burger Tex,78753,2012-03-08,86,"220 E ANDERSON LN WB AUSTIN, TX 78753 (30.371744244000467, -97.6805695279997)",10001253,Routine Inspection,1695
Burger Tex,78751,2013-02-28,76,"5420 AIRPORT BLVD AUSTIN, TX 78751 (30.31682413900046, -97.71378793799965)",2801685,Routine Inspection,1696
Burger Tex,78751,2012-04-27,97,"5420 AIRPORT BLVD AUSTIN, TX 78751 (30.31682413900046, -97.71378793799965)",2801685,Routine Inspection,1697
Burger Tex,78751,2011-05-13,89,"5420 AIRPORT BLVD AUSTIN, TX 78751 (30.31682413900046, -97.71378793799965)",2801685,Routine Inspection,1698
Burger Tex,78753,2011-08-30,91,"220 E ANDERSON LN WB AUSTIN, TX 78753 (30.371744244000467, -97.6805695279997)",10001253,Routine Inspection,1699
Burger King #9353,78749,2011-06-16,93,"5033 W US 290 HWY SVRD EB AUSTIN, TX 78749 (30.215311012000484, -97.85749815199966)",2801975,Routine Inspection,1700
Burger Tex,78751,2013-10-16,76,"5420 AIRPORT BLVD AUSTIN, TX 78751 (30.31682413900046, -97.71378793799965)",2801685,Routine Inspection,1701
Burger King 4228,78753,2012-04-05,100,"9523 N LAMAR BLVD AUSTIN, TX 78753 (30.365085275000467, -97.69585360799965)",2801789,Routine Inspection,1702
Burkes Adult Supervised Living,78723,2013-09-26,100,"2612 WHELESS LN AUSTIN, TX 78723 (30.30911600200045, -97.68070856299965)",2800223,Routine Inspection,1703
Burger King #9353,78749,2013-02-14,100,"5033 W US 290 HWY SVRD EB AUSTIN, TX 78749 (30.215311012000484, -97.85749815199966)",2801975,Routine Inspection,1704
Burger King #9353,78749,2012-07-18,96,"5033 W US 290 HWY SVRD EB AUSTIN, TX 78749 (30.215311012000484, -97.85749815199966)",2801975,Routine Inspection,1705
C Mart #2,78745,2012-02-09,85,"7811 S 1ST ST AUSTIN, TX 78745 (30.184362143000442, -97.7922361199997)",10609510,Routine Inspection,1706
Burnet Express,78757,2014-02-14,90,"8400 BURNET RD AUSTIN, TX 78757 (30.364879189000476, -97.7285812129997)",10608159,Routine Inspection,1707
C Mart #2,78745,2012-08-14,97,"7811 S 1ST ST AUSTIN, TX 78745 (30.184362143000442, -97.7922361199997)",10609510,Routine Inspection,1708
Burnet Food Mart,78756,2011-05-10,89,"5300 BURNET RD AUSTIN, TX 78756 (30.325918036000473, -97.73967202399967)",2803497,Routine Inspection,1709
C & M Liquors,78702,2011-10-11,77,"1215 CHICON AUSTIN, TX 78702 (30.274477944000466, -97.72002977599965)",2800589,Routine Inspection,1710
"Buzz Mill, The",78741,2013-07-25,90,"1505 TOWN CREEK DR AUSTIN, TX 78741 (30.24182495700046, -97.72707464399969)",10835409,Routine Inspection,1711
Burnet Jr. High,78757,2012-09-24,97,"8401 HATHAWAY DR AUSTIN, TX 78757 (30.363915078000446, -97.72649902099965)",2800200,Routine Inspection,1712
Burnet Food Mart,78756,2011-11-08,94,"5300 BURNET RD AUSTIN, TX 78756 (30.325918036000473, -97.73967202399967)",2803497,Routine Inspection,1713
Burnet Express,78757,2013-08-14,90,"8400 BURNET RD AUSTIN, TX 78757 (30.364879189000476, -97.7285812129997)",10608159,Routine Inspection,1714
Burnet Jr. High,78757,2012-02-28,93,"8401 HATHAWAY DR AUSTIN, TX 78757 (30.363915078000446, -97.72649902099965)",2800200,Routine Inspection,1715
Bush's Chicken,78748,2012-07-17,93,"9815 BRODIE LN AUSTIN, TX 78748 (30.186054664000437, -97.84818525899965)",10642547,Routine Inspection,1716
C Mart #2,78745,2013-10-23,94,"7811 S 1ST ST AUSTIN, TX 78745 (30.184362143000442, -97.7922361199997)",10609510,Routine Inspection,1717
C & M Liquors,78702,2013-11-04,100,"1215 CHICON AUSTIN, TX 78702 (30.274477944000466, -97.72002977599965)",2800589,Routine Inspection,1718
Burnet Jr. High,78757,2013-10-01,100,"8401 HATHAWAY DR AUSTIN, TX 78757 (30.363915078000446, -97.72649902099965)",2800200,Routine Inspection,1719
Burnet Express,78757,2011-12-15,100,"8400 BURNET RD AUSTIN, TX 78757 (30.364879189000476, -97.7285812129997)",10608159,Routine Inspection,1720
Bush's Chicken,78748,2013-10-28,91,"9815 BRODIE LN AUSTIN, TX 78748 (30.186054664000437, -97.84818525899965)",10642547,Routine Inspection,1721
C-Mart #10,78748,2012-11-21,84,"3008 W SLAUGHTER LN AUSTIN, TX 78748 (30.17905598700048, -97.84035868099966)",2803805,Routine Inspection,1722
C-Mart #7,78744,2013-12-26,91,"5200 E WILLIAM CANNON DR AUSTIN, TX 78744 (30.180087609000452, -97.74779470499965)",10003415,Routine Inspection,1723
C- Mart #9,78758,2013-05-10,90,"8523 RESEARCH BLVD NB AUSTIN, TX 78758 (30.360098911000478, -97.7163202049997)",2803812,Routine Inspection,1724
C-Mart #7,78744,2011-12-13,87,"5200 E WILLIAM CANNON DR AUSTIN, TX 78744 (30.180087609000452, -97.74779470499965)",10003415,Routine Inspection,1725
CC Zing,78750,2012-10-08,97,"12129 N FM 620 RD Bunit 445 AUSTIN, TX 78750 (30.43159235000047, -97.80135633599969)",10454916,Routine Inspection,1726
CC Zing,78750,2013-06-10,100,"12129 N FM 620 RD Bunit 445 AUSTIN, TX 78750 (30.43159235000047, -97.80135633599969)",10454916,Routine Inspection,1727
C- Mart #9,78758,2012-05-14,97,"8523 RESEARCH BLVD NB AUSTIN, TX 78758 (30.360098911000478, -97.7163202049997)",2803812,Routine Inspection,1728
CC Zing,78750,2011-09-13,91,"12129 N FM 620 RD Bunit 445 AUSTIN, TX 78750 (30.43159235000047, -97.80135633599969)",10454916,Routine Inspection,1729
C-Mart #7,78744,2011-06-20,97,"5200 E WILLIAM CANNON DR AUSTIN, TX 78744 (30.180087609000452, -97.74779470499965)",10003415,Routine Inspection,1730
C- Mart #9,78758,2012-11-08,97,"8523 RESEARCH BLVD NB AUSTIN, TX 78758 (30.360098911000478, -97.7163202049997)",2803812,Routine Inspection,1731
CC Zing,78750,2012-03-26,97,"12129 N FM 620 RD Bunit 445 AUSTIN, TX 78750 (30.43159235000047, -97.80135633599969)",10454916,Routine Inspection,1732
C- Mart,78731,2011-07-15,90,"7007 VILLAGE CENTER DR AUSTIN, TX 78731 (30.352214297000444, -97.75658065499965)",2803802,Routine Inspection,1733
C-Mart #7,78744,2013-06-26,97,"5200 E WILLIAM CANNON DR AUSTIN, TX 78744 (30.180087609000452, -97.74779470499965)",10003415,Routine Inspection,1734
C- Mart,78731,2012-01-20,84,"7007 VILLAGE CENTER DR AUSTIN, TX 78731 (30.352214297000444, -97.75658065499965)",2803802,Routine Inspection,1735
C- Mart #9,78758,2013-11-26,93,"8523 RESEARCH BLVD NB AUSTIN, TX 78758 (30.360098911000478, -97.7163202049997)",2803812,Routine Inspection,1736
C- Mart #9,78758,2011-05-03,86,"8523 RESEARCH BLVD NB AUSTIN, TX 78758 (30.360098911000478, -97.7163202049997)",2803812,Routine Inspection,1737
C-Mart #7,78744,2012-06-22,93,"5200 E WILLIAM CANNON DR AUSTIN, TX 78744 (30.180087609000452, -97.74779470499965)",10003415,Routine Inspection,1738
CVS # 6895,78723,2011-07-14,96,"1701 BRIARCLIFF BLVD AUSTIN, TX 78723 (30.313865484000473, -97.69212271699968)",2804095,Routine Inspection,1739
CJC Snack Bar,78701,2012-11-27,93,"509 W 11TH ST AUSTIN, TX 78701 (30.27420434500044, -97.74652738599968)",2802850,Routine Inspection,1740
COTA - Events Center Kitchen,78617,2013-06-27,97,"9201 CIRCUIT OF THE AMERICAS BLVD AUSTIN, TX 78617 (30.134908047000465, -97.64435446699969)",10851325,Routine Inspection,1741
CVS Pharmacy #526,78717,2013-03-04,100,"10550 W PARMER LN AUSTIN, TX 78717 (30.497934574000453, -97.77545303699969)",10002488,Routine Inspection,1742
COTA - Main Grandstand East Side Club Level Stand,78617,2013-11-16,86,"9201 CIRCUIT OF THE AMERICAS BLVD AUSTIN, TX 78617 (30.134908047000465, -97.64435446699969)",10850995,Routine Inspection,1743
COTA - Main Grandstand West Side Club Level Stand,78617,2013-11-16,88,"9201 CIRCUIT OF THE AMERICAS BLVD AUSTIN, TX 78617 (30.134908047000465, -97.64435446699969)",10851060,Routine Inspection,1744
CVS # 6895,78723,2013-08-27,97,"1701 BRIARCLIFF BLVD AUSTIN, TX 78723 (30.313865484000473, -97.69212271699968)",2804095,Routine Inspection,1745
COTA - Turn #1 Concessions Bldg,78617,2013-11-16,79,"9201 CIRCUIT OF THE AMERICAS BLVD AUSTIN, TX 78617 (30.134908047000465, -97.64435446699969)",10855547,Routine Inspection,1746
CVS Pharmacy #0357,78754,2014-01-09,97,"1701 E PARMER LN AUSTIN, TX 78754 (30.386556252000446, -97.64805439099968)",10006741,Routine Inspection,1747
CVS Pharmacy # 7243,78746,2011-07-13,96,"3201 BEE CAVES RD AUSTIN, TX 78746 (30.27374716300045, -97.79952734599965)",2804061,Routine Inspection,1748
CVS Pharmacy #526,78717,2012-06-07,100,"10550 W PARMER LN AUSTIN, TX 78717 (30.497934574000453, -97.77545303699969)",10002488,Routine Inspection,1749
CVS Pharmacy #526,78717,2011-04-25,100,"10550 W PARMER LN AUSTIN, TX 78717 (30.497934574000453, -97.77545303699969)",10002488,Routine Inspection,1750
CVS Pharmacy #0357,78754,2013-05-22,94,"1701 E PARMER LN AUSTIN, TX 78754 (30.386556252000446, -97.64805439099968)",10006741,Routine Inspection,1751
CVS Pharmacy #0357,78754,2011-08-23,97,"1701 E PARMER LN AUSTIN, TX 78754 (30.386556252000446, -97.64805439099968)",10006741,Routine Inspection,1752
CJC Snack Bar,78701,2013-11-08,88,"509 W 11TH ST AUSTIN, TX 78701 (30.27420434500044, -97.74652738599968)",2802850,Routine Inspection,1753
CVS Pharmacy #0357,78754,2012-08-02,97,"1701 E PARMER LN AUSTIN, TX 78754 (30.386556252000446, -97.64805439099968)",10006741,Routine Inspection,1754
COTA - Main Grandstand Kitchen,78617,2013-06-27,100,"9201 CIRCUIT OF THE AMERICAS BLVD AUSTIN, TX 78617 (30.134908047000465, -97.64435446699969)",10851249,Routine Inspection,1755
CVS # 6895,78723,2013-01-24,97,"1701 BRIARCLIFF BLVD AUSTIN, TX 78723 (30.313865484000473, -97.69212271699968)",2804095,Routine Inspection,1756
CVS Pharmacy # 7243,78746,2013-08-29,96,"3201 BEE CAVES RD AUSTIN, TX 78746 (30.27374716300045, -97.79952734599965)",2804061,Routine Inspection,1757
CJC Snack Bar,78701,2011-07-06,89,"509 W 11TH ST AUSTIN, TX 78701 (30.27420434500044, -97.74652738599968)",2802850,Routine Inspection,1758
CVS Pharmacy # 7243,78746,2013-02-11,100,"3201 BEE CAVES RD AUSTIN, TX 78746 (30.27374716300045, -97.79952734599965)",2804061,Routine Inspection,1759
CVS Pharmacy # 7243,78746,2012-07-20,100,"3201 BEE CAVES RD AUSTIN, TX 78746 (30.27374716300045, -97.79952734599965)",2804061,Routine Inspection,1760
CVS Pharmacy #6863,78702,2011-10-14,96,"1105 N IH 35 SVRD NB AUSTIN, TX 78702 (30.264761519000444, -97.71687639399966)",2804012,Routine Inspection,1761
CVS Pharmacy #6844,78704,2011-07-27,100,"2301 S CONGRESS AVE AUSTIN, TX 78704 (30.239730921000444, -97.75287108399965)",2804036,Routine Inspection,1762
CVS Pharmacy #6822,78756,2012-06-22,97,"5256 BURNET RD AUSTIN, TX 78756 (30.325227177000443, -97.73961180699968)",2804010,Routine Inspection,1763
CVS Pharmacy #6822,78756,2011-04-26,97,"5256 BURNET RD AUSTIN, TX 78756 (30.325227177000443, -97.73961180699968)",2804010,Routine Inspection,1764
CVS Pharmacy #6844,78704,2013-02-12,94,"2301 S CONGRESS AVE AUSTIN, TX 78704 (30.239730921000444, -97.75287108399965)",2804036,Routine Inspection,1765
CVS Pharmacy #59,78749,2011-11-23,100,"4001 W WILLIAM CANNON DR AUSTIN, TX 78749 (30.218861624000454, -97.83580344099965)",10111260,Routine Inspection,1766
CVS Pharmacy #526,78717,2011-10-25,89,"10550 W PARMER LN AUSTIN, TX 78717 (30.497934574000453, -97.77545303699969)",10002488,Routine Inspection,1767
CVS Pharmacy #6844,78704,2012-08-06,100,"2301 S CONGRESS AVE AUSTIN, TX 78704 (30.239730921000444, -97.75287108399965)",2804036,Routine Inspection,1768
CVS Pharmacy #6892,78705,2012-11-28,94,"2927 GUADALUPE ST AUSTIN, TX 78705 (30.29629476800045, -97.74221495099965)",2804014,Routine Inspection,1769
CVS Pharmacy #6892,78705,2011-08-31,100,"2927 GUADALUPE ST AUSTIN, TX 78705 (30.29629476800045, -97.74221495099965)",2804014,Routine Inspection,1770
CVS Pharmacy #59,78749,2011-05-25,100,"4001 W WILLIAM CANNON DR AUSTIN, TX 78749 (30.218861624000454, -97.83580344099965)",10111260,Routine Inspection,1771
CVS Pharmacy #526,78717,2013-08-15,100,"10550 W PARMER LN AUSTIN, TX 78717 (30.497934574000453, -97.77545303699969)",10002488,Routine Inspection,1772
CVS Pharmacy #6863,78702,2012-04-05,96,"1105 N IH 35 SVRD NB AUSTIN, TX 78702 (30.264761519000444, -97.71687639399966)",2804012,Routine Inspection,1773
CVS Pharmacy #6822,78756,2011-10-28,96,"5256 BURNET RD AUSTIN, TX 78756 (30.325227177000443, -97.73961180699968)",2804010,Routine Inspection,1774
CVS Pharmacy #6863,78702,2012-10-29,100,"1105 N IH 35 SVRD NB AUSTIN, TX 78702 (30.264761519000444, -97.71687639399966)",2804012,Routine Inspection,1775
CVS Pharmacy #59,78749,2013-01-24,100,"4001 W WILLIAM CANNON DR AUSTIN, TX 78749 (30.218861624000454, -97.83580344099965)",10111260,Routine Inspection,1776
CVS Pharmacy #59,78749,2014-02-05,97,"4001 W WILLIAM CANNON DR AUSTIN, TX 78749 (30.218861624000454, -97.83580344099965)",10111260,Routine Inspection,1777
CVS Pharmacy #6844,78704,2012-02-07,97,"2301 S CONGRESS AVE AUSTIN, TX 78704 (30.239730921000444, -97.75287108399965)",2804036,Routine Inspection,1778
CVS Pharmacy #6892,78705,2011-03-09,97,"2927 GUADALUPE ST AUSTIN, TX 78705 (30.29629476800045, -97.74221495099965)",2804014,Routine Inspection,1779
